RESPID,GENDER,AGE,WORKING,REGION,MUSIC,LIST_OWN,LIST_BACK,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19
2510,Male,22,Temporarily unemployed,Midlands,I like music but it does not feature heavily in my life,0 Hours,1 hour,57,40,39,54,63,44,35,58,49,47,38,58,44,53,44,39,58,58,42
2511,Female,53,Employed 8-29 hours per week,North,Music is important to me but not necessarily more important,Less than an hour,7 hours,14,90,10,10,10,68,48,48,87,49,73,73,30,52,8,9,51,8,11
2512,Female,64,Retired from full-time employment (30+ hours per week),Midlands,Music has no particular interest for me,0 Hours,0 Hours,5,32,2,2,5,94,96,3,100,1,27,4,6,10,5,4,4,5,2
2513,Male,23,Employed 8-29 hours per week,Midlands,Music means a lot to me and is a passion of mine,,,63,40,58,43,59,66,66,74,61,65,61,67,42,40,31,4,62,66,66
2514,Male,20,Full-time student,Midlands,Music means a lot to me and is a passion of mine,3 hours,6 hours,57,67,31,16,10,54,46,12,67,67,68,68,52,47,42,23,46,44,10
2515,Female,44,Self-employed,South,Music is important to me but not necessarily more important,2 hours,4 hours,21,22,64,85,39,8,84,9,89,51,87,89,86,69,13,61,91,16,20
2516,Male,45,Employed 30+ hours a week,Midlands,Music is important to me but not necessarily more important,10 hours,14 hours,53,66,88,49,4,7,65,50,3,78,91,90,43,67,4,17,71,48,50
2517,Male,44,Self-employed,North,Music is important to me but not necessarily more important,1 hour,0 Hours,30,48,49,48,69,31,11,11,69,68,52,53,32,32,29,31,69,30,30
2518,Male,49,Employed 30+ hours a week,Midlands,Music is important to me but not necessarily more important,4 hours,16+ hours,68,68,49,49,49,31,4,4,65,48,25,8,27,19,19,37,66,27,28
2519,Female,23,Employed 30+ hours a week,South,I like music but it does not feature heavily in my life,Less than an hour,1 hour,29,28,29,9,9,48,48,70,48,10,49,9,9,49,10,29,29,29,29
2520,Female,50,Full-time housewife / househusband,Midlands,I like music but it does not feature heavily in my life,1 hour,Less than an hour,68,57,48,9,50,28,8,8,34,51,52,50,32,30,49,49,86,48,49
2521,Male,60,Temporarily unemployed,Midlands,Music is important to me but not necessarily more important,Less than an hour,1 hour,60,50,28,13,15,24,9,10,79,53,32,31,28,27,43,19,60,22,49
2522,Female,18,Full-time student,Midlands,Music means a lot to me and is a passion of mine,5 hours,Less than an hour,70,71,71,30,2,50,4,4,0,100,70,29,52,53,66,33,75,26,70
2523,Female,49,Full-time housewife / househusband,North,Music is no longer as important as it used to be to me,1 hour,3 hours,12,50,13,49,27,10,10,11,72,12,66,53,30,49,7,8,10,14,13
2524,Male,64,Self-employed,North,Music is important to me but not necessarily more important,2 hours,2 hours,86,87,68,32,33,9,8,9,49,49,33,51,36,53,52,66,67,47,48
2525,Male,49,Employed 30+ hours a week,Northern Ireland,Music is important to me but not necessarily more important,1 hour,6 hours,72,72,51,52,70,30,46,32,31,52,71,51,51,68,27,51,71,53,53
2526,Male,58,Employed 30+ hours a week,North,Music is important to me but not necessarily more important,1 hour,2 hours,47,58,54,35,36,29,35,33,80,53,75,62,33,57,33,40,37,33,29
2527,Female,23,Employed 8-29 hours per week,Midlands,Music is important to me but not necessarily more important,1 hour,1 hour,78,90,68,30,8,26,68,76,12,63,34,10,68,71,65,48,69,54,52
2528,Male,18,Full-time student,Midlands,Music is important to me but not necessarily more important,10 hours,4 hours,96,70,68,49,6,46,1,2,1,69,32,9,51,71,51,37,52,43,71
2529,Male,62,Self-employed,North,Music has no particular interest for me,0 Hours,0 Hours,7,7,7,8,6,100,6,8,10,8,9,8,9,9,9,10,10,7,6
2530,Female,62,Retired from full-time employment (30+ hours per week),Midlands,Music has no particular interest for me,Less than an hour,Less than an hour,11,11,12,14,15,16,15,11,68,48,50,10,11,13,13,12,13,13,13
2531,Female,52,Full-time housewife / househusband,South,I like music but it does not feature heavily in my life,Less than an hour,6 hours,70,47,49,26,27,79,29,4,4,4,68,52,30,29,30,30,30,30,30
2532,Female,59,Temporarily unemployed,South,I like music but it does not feature heavily in my life,0 Hours,0 Hours,2,49,2,2,4,99,1,2,100,2,54,46,4,49,4,3,4,3,3
2533,Male,64,Employed 30+ hours a week,Midlands,Music is no longer as important as it used to be to me,0 Hours,Less than an hour,5,46,4,4,4,47,9,9,26,8,48,47,7,7,7,48,7,5,5
2534,Male,53,Employed 30+ hours a week,South,Music means a lot to me and is a passion of mine,3 hours,3 hours,92,93,98,48,30,5,4,4,6,94,90,86,48,65,82,77,87,62,58
2535,Female,29,Employed 30+ hours a week,Midlands,Music means a lot to me and is a passion of mine,2 hours,8 hours,39,40,67,54,17,35,54,51,4,78,80,80,81,68,66,44,65,57,57
2536,Male,53,Employed 8-29 hours per week,Midlands,I like music but it does not feature heavily in my life,1 hour,6 hours,19,35,21,21,21,47,29,30,30,50,29,29,28,35,25,25,25,15,14
2537,Male,57,Employed 30+ hours a week,South,I like music but it does not feature heavily in my life,Less than an hour,Less than an hour,33,66,28,6,7,74,9,9,76,20,69,86,13,5,7,8,8,6,10
2538,Male,56,Retired from full-time employment (30+ hours per week),North,Music is important to me but not necessarily more important,Less than an hour,1 hour,45,24,48,30,45,66,19,33,6,89,46,26,60,62,46,68,60,41,41
2539,Male,59,Retired from full-time employment (30+ hours per week),Midlands,Music means a lot to me and is a passion of mine,Less than an hour,4 hours,50,31,41,31,31,47,6,6,68,49,64,48,48,48,27,28,29,29,50
2540,Female,47,Employed 30+ hours a week,North,Music means a lot to me and is a passion of mine,3 hours,2 hours,7,47,41,43,50,52,95,100,47,96,51,97,31,35,7,73,50,20,47
2541,Male,64,Retired from full-time employment (30+ hours per week),North,Music means a lot to me and is a passion of mine,8 hours,6 hours,50,1,1,1,1,1,1,1,100,100,75,50,1,75,1,1,1,1,1
2542,Female,55,Retired from full-time employment (30+ hours per week),North,Music means a lot to me and is a passion of mine,6 hours,16+ hours,12,13,11,11,8,87,10,13,81,49,51,30,27,26,11,9,12,7,8
2543,Female,48,Employed 30+ hours a week,North,Music means a lot to me and is a passion of mine,4 hours,5 hours,70,68,71,30,30,30,31,29,4,50,72,67,49,68,28,29,29,29,29
2544,Male,62,Employed 30+ hours a week,South,Music is important to me but not necessarily more important,Less than an hour,Less than an hour,100,100,100,6,9,7,50,10,11,100,79,100,7,8,69,68,6,100,100
2545,Female,61,Retired from full-time employment (30+ hours per week),North,I like music but it does not feature heavily in my life,0 Hours,Less than an hour,27,48,27,46,31,30,2,2,64,46,42,40,15,27,5,4,50,6,4
2546,Female,35,Temporarily unemployed,Midlands,Music is important to me but not necessarily more important,3 hours,2 hours,52,54,57,78,12,68,29,31,32,70,72,90,76,78,35,48,70,52,53
2547,Female,43,Employed 8-29 hours per week,South,I like music but it does not feature heavily in my life,0 Hours,3 hours,13,31,30,30,34,28,28,8,28,9,69,64,31,29,7,29,28,10,8
2548,Male,64,Other,South,I like music but it does not feature heavily in my life,Less than an hour,10 hours,29,50,29,28,50,71,11,10,67,51,68,49,27,50,50,9,50,29,30
2549,Female,56,Employed 8-29 hours per week,Midlands,I like music but it does not feature heavily in my life,0 Hours,2 hours,11,12,12,11,77,86,75,75,51,81,80,80,11,11,12,11,49,30,9
2550,Female,18,Full-time student,North,Music is important to me but not necessarily more important,1 hour,2 hours,72,64,72,18,52,58,48,57,11,49,72,69,27,50,31,31,50,51,72
2551,Female,48,Employed 8-29 hours per week,North,I like music but it does not feature heavily in my life,Less than an hour,4 hours,31,28,28,69,28,51,71,28,29,29,71,65,28,28,29,29,67,31,32
2552,Female,18,Full-time student,Midlands,Music is important to me but not necessarily more important,1 hour,2 hours,31,65,34,69,31,70,7,30,30,70,93,72,35,74,68,29,73,50,74
2553,Female,28,Employed 30+ hours a week,Midlands,Music means a lot to me and is a passion of mine,2 hours,1 hour,69,70,76,64,31,2,17,4,69,69,70,82,78,67,71,84,93,72,68
2554,Male,53,Employed 8-29 hours per week,North,I like music but it does not feature heavily in my life,1 hour,4 hours,34,51,29,30,30,31,30,10,31,51,50,49,69,31,32,49,69,32,33
2555,Female,43,Employed 8-29 hours per week,South,I like music but it does not feature heavily in my life,0 Hours,1 hour,11,12,11,13,10,11,11,11,68,28,66,66,6,5,6,5,5,6,11
2556,Female,52,Employed 30+ hours a week,Midlands,I like music but it does not feature heavily in my life,15 hours,8 hours,50,71,3,3,5,100,3,2,3,70,71,47,19,24,10,4,5,4,6
2557,Female,43,Employed 8-29 hours per week,Midlands,I like music but it does not feature heavily in my life,2 hours,6 hours,50,50,51,34,35,36,51,34,32,41,51,53,51,51,52,67,52,52,50
2558,Female,56,Employed 8-29 hours per week,North,I like music but it does not feature heavily in my life,2 hours,8 hours,54,60,43,35,30,39,39,31,48,29,61,38,33,49,48,37,72,44,42
2559,Female,31,Employed 30+ hours a week,North,Music means a lot to me and is a passion of mine,1 hour,7 hours,79,90,92,22,24,27,6,3,5,70,100,68,99,60,17,97,88,100,50
2560,Female,61,Retired from full-time employment (30+ hours per week),Midlands,Music is important to me but not necessarily more important,2 hours,2 hours,31,50,33,48,49,33,34,11,69,32,74,72,19,35,36,11,76,15,13
2561,Male,46,Employed 30+ hours a week,North,Music is important to me but not necessarily more important,16+ hours,0 Hours,37,41,37,12,33,85,42,29,43,68,63,74,35,49,8,21,46,46,44
2562,Female,28,Employed 30+ hours a week,North,Music is important to me but not necessarily more important,1 hour,1 hour,50,51,49,50,49,49,49,49,49,49,49,48,49,49,49,53,50,52,53
2563,Female,38,Full-time housewife / househusband,Midlands,Music is important to me but not necessarily more important,,,54,70,70,29,29,31,31,28,50,73,49,31,53,73,31,72,72,55,55
2564,Female,53,Employed 30+ hours a week,South,Music is important to me but not necessarily more important,1 hour,4 hours,65,68,58,48,32,28,63,50,52,30,70,67,68,65,54,34,64,47,46
2565,Female,57,Full-time housewife / househusband,Midlands,Music is important to me but not necessarily more important,2 hours,3 hours,66,71,67,35,35,39,60,48,68,75,65,48,69,71,72,82,66,50,68
2566,Female,61,Retired from full-time employment (30+ hours per week),North,I like music but it does not feature heavily in my life,3 hours,2 hours,54,74,37,66,58,78,100,12,43,98,92,74,54,73,33,33,70,70,50
2567,Male,22,Employed 8-29 hours per week,South,Music means a lot to me and is a passion of mine,6 hours,,40,42,42,59,48,50,46,38,38,44,46,44,50,46,47,45,50,46,47
2568,Female,60,Self-employed,Midlands,Music is important to me but not necessarily more important,7 hours,,10,22,45,8,66,10,8,9,96,51,32,12,8,8,30,8,9,7,7
2569,Male,33,Employed 30+ hours a week,Midlands,Music means a lot to me and is a passion of mine,2 hours,2 hours,58,48,49,55,29,31,51,53,54,73,73,77,75,45,55,78,39,56,81
2570,Male,53,Full-time housewife / househusband,Midlands,I like music but it does not feature heavily in my life,,1 hour,40,29,24,48,51,52,4,5,68,29,67,67,32,50,35,12,51,47,49
2571,Female,44,Employed 30+ hours a week,South,I like music but it does not feature heavily in my life,1 hour,0 Hours,48,50,48,49,48,47,46,49,47,48,48,48,46,46,47,47,48,48,50
2572,Male,49,Retired from full-time employment (30+ hours per week),North,I like music but it does not feature heavily in my life,0 Hours,3 hours,2,4,4,12,10,10,11,10,72,7,9,8,6,28,6,5,5,4,4
2573,Male,45,Employed 30+ hours a week,North,I like music but it does not feature heavily in my life,0 Hours,4 hours,28,26,25,24,22,23,22,12,67,49,48,25,46,27,10,30,28,31,28
2574,Female,22,Temporarily unemployed,Midlands,Music is important to me but not necessarily more important,Less than an hour,Less than an hour,36,51,68,28,71,27,28,6,54,72,90,91,29,70,5,76,51,19,6
2575,Male,48,Employed 30+ hours a week,North,Music is important to me but not necessarily more important,1 hour,2 hours,82,79,75,84,80,77,59,99,86,86,99,94,75,84,85,81,67,67,81
2576,Female,54,Employed 30+ hours a week,South,Music means a lot to me and is a passion of mine,Less than an hour,4 hours,71,70,70,24,23,22,32,10,10,92,92,91,21,22,73,31,71,70,72
2577,Male,30,Temporarily unemployed,Midlands,Music is no longer as important as it used to be to me,1 hour,2 hours,35,63,41,7,2,48,64,69,69,70,28,29,58,71,46,5,62,48,35
2578,Male,63,Retired from full-time employment (30+ hours per week),Midlands,I like music but it does not feature heavily in my life,2 hours,15 hours,4,6,6,5,4,6,5,4,90,35,58,30,14,7,4,5,4,6,4
2579,Female,49,Employed 30+ hours a week,North,Music is important to me but not necessarily more important,,,75,75,66,69,95,51,53,53,31,79,87,86,69,92,49,51,75,71,55
2580,Female,46,Employed 30+ hours a week,North,Music is no longer as important as it used to be to me,Less than an hour,0 Hours,93,33,32,67,97,30,5,6,100,49,5,7,38,50,6,7,53,25,15
2581,Female,55,Retired from self-employment,North,Music is important to me but not necessarily more important,1 hour,2 hours,50,71,21,22,21,52,26,48,7,49,73,77,54,52,25,30,64,28,54
2582,Male,63,Employed 30+ hours a week,Midlands,Music is important to me but not necessarily more important,2 hours,8 hours,44,44,41,41,48,31,11,10,46,31,31,30,46,34,32,47,30,46,30
2583,Male,63,Retired from full-time employment (30+ hours per week),Midlands,I like music but it does not feature heavily in my life,Less than an hour,Less than an hour,4,4,4,4,3,5,5,5,5,5,6,68,5,8,7,8,67,2,2
2584,Female,16,Full-time student,Midlands,Music means a lot to me and is a passion of mine,5 hours,Less than an hour,49,25,68,60,31,1,1,1,9,1,68,66,49,27,48,69,69,50,32
2585,Female,21,Employed 30+ hours a week,South,Music means a lot to me and is a passion of mine,16+ hours,8 hours,4,4,4,1,1,5,4,3,4,4,3,2,3,4,4,4,4,4,4
2586,Male,19,Full-time student,South,I like music but it does not feature heavily in my life,Less than an hour,8 hours,62,39,67,38,62,23,62,58,55,49,49,49,50,51,42,44,51,53,37
2587,Male,46,Employed 30+ hours a week,Midlands,Music is important to me but not necessarily more important,1 hour,Less than an hour,12,29,21,14,51,50,7,6,33,48,47,47,32,30,10,12,8,7,10
2588,Female,46,Employed 30+ hours a week,North,Music means a lot to me and is a passion of mine,3 hours,1 hour,91,91,91,35,7,1,31,28,69,94,50,33,70,71,97,52,32,28,28
2589,Male,55,Employed 30+ hours a week,North,Music is important to me but not necessarily more important,Less than an hour,Less than an hour,24,10,44,29,49,52,11,9,35,28,33,36,29,28,8,17,26,9,9
2590,Male,62,Employed 30+ hours a week,North,I like music but it does not feature heavily in my life,Less than an hour,4 hours,29,29,30,29,30,48,31,31,69,69,69,51,27,30,10,31,12,13,12
2591,Female,27,Full-time housewife / househusband,Midlands,Music is important to me but not necessarily more important,Less than an hour,5 hours,72,70,30,29,29,25,27,27,28,72,66,70,69,49,29,29,70,31,71
2592,Female,58,Employed 30+ hours a week,Midlands,Music is important to me but not necessarily more important,,12 hours,35,50,32,100,72,81,80,35,29,55,80,81,39,77,13,23,87,49,51
2593,Male,46,Employed 30+ hours a week,Midlands,Music is important to me but not necessarily more important,3 hours,2 hours,45,53,68,51,51,50,98,97,72,100,49,31,67,66,95,68,69,47,49
2594,Female,52,Employed 30+ hours a week,North,I like music but it does not feature heavily in my life,,,51,48,51,51,53,54,51,53,52,53,49,49,51,50,53,51,51,51,51
2595,Female,22,Employed 30+ hours a week,Midlands,I like music but it does not feature heavily in my life,,,35,41,43,41,39,24,33,29,59,51,44,36,36,35,32,36,40,46,35
2596,Female,29,Employed 30+ hours a week,Midlands,Music means a lot to me and is a passion of mine,6 hours,6 hours,100,71,100,69,50,6,32,8,6,100,100,100,75,100,100,69,70,69,100
2597,Female,46,Employed part-time less than 8 hours per week,North,Music is important to me but not necessarily more important,2 hours,6 hours,31,53,42,27,26,11,48,22,42,43,65,64,46,69,27,49,69,52,53
2598,Female,18,Full-time student,North,Music is important to me but not necessarily more important,Less than an hour,Less than an hour,45,64,22,22,22,77,22,9,7,29,69,71,35,65,47,4,70,7,65
2599,Male,48,Employed 30+ hours a week,North,I like music but it does not feature heavily in my life,1 hour,2 hours,49,28,27,26,27,26,4,31,30,49,57,68,29,29,29,71,67,29,67
2600,Male,51,Employed 30+ hours a week,South,Music has no particular interest for me,0 Hours,0 Hours,12,8,10,8,9,96,7,5,96,8,9,14,17,6,11,9,10,9,7
2601,Male,56,Retired from full-time employment (30+ hours per week),South,Music means a lot to me and is a passion of mine,1 hour,4 hours,71,70,72,50,31,30,10,9,31,93,70,70,51,71,51,53,71,53,53
